0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,0.771200,0.301196,0.532645,-0.664065,-0.720642,0.378359,-0.349323,-0.048792,-0.220346,-0.873974,-0.098291,-0.090384,0.160082,-0.960444,-1.076096,-0.026558,0.181553,-0.180458,0.079551,-0.278502,0.194187,0.584081,-0.152092,-0.260083,-0.192604,-0.027969,0.210426,0.071237,-0.452896,0.453184,0.322792,-0.208889,0.845580,-0.843049,-0.300746,-0.278317,0.398048,0.663553,0.154439,0.237025,-0.388078,0.777221,-0.012462,-0.732048,-0.002843,0.025214,0.239142,0.593196,-0.076262,0.094689,0.205533,0.034759,-0.272901,-0.052301,0.270269,-0.067160,-0.636690,0.175898,-0.736790,-0.193028,0.141849,0.823978,-0.504821,-0.272126,1
SNHG1,0.504824,0.048934,0.382351,-0.590425,-0.747497,0.810924,-0.584727,0.207183,-0.529378,-0.638945,0.659713,-0.333389,-0.194214,-0.739069,-0.702039,-0.623055,-0.337642,-0.037697,-0.121400,-0.005786,-0.101944,0.097493,-0.115394,0.375598,0.154696,-0.084352,0.258983,0.065295,0.083870,0.167738,0.543106,0.113388,0.254560,-0.321838,-0.039682,-0.026642,0.163037,0.551910,-0.268995,-0.015724,-0.207764,0.331288,-0.172163,-0.061622,-0.292324,-0.396921,0.358445,0.245271,-0.121578,-0.225314,0.035911,0.273019,-0.045375,0.406378,0.083490,0.024310,-0.286585,-0.038391,-0.081866,-0.101992,-0.258563,0.301325,-0.074511,-0.460802,1
GAS5,0.706382,-0.012702,0.599391,-0.375531,-0.413666,1.014967,-0.624464,0.057353,-0.417109,-0.517343,0.625572,-0.515899,0.021539,-0.789082,-0.754685,-0.615803,-0.094901,-0.103431,0.244190,-0.249200,-0.095006,0.071548,-0.273381,0.208845,-0.107522,-0.147982,0.230837,0.094545,-0.113216,0.320971,0.190298,-0.151049,0.250673,-0.318802,0.149056,0.086067,0.151685,0.470271,-0.197418,0.122440,-0.175951,0.354096,-0.283734,0.070585,-0.175433,-0.395033,0.171173,0.106711,-0.121667,-0.261267,0.133032,0.343219,-0.002776,0.364022,0.107135,-0.367871,-0.248765,-0.087082,-0.167320,0.191153,-0.176774,0.054908,-0.011552,-0.152342,1
SNHG5,0.550672,0.074607,0.559205,-0.395903,-0.324272,0.830844,-0.570795,0.061839,-0.421910,-0.559003,0.542772,-0.575465,0.234184,-0.687944,-0.687167,-0.538697,-0.023649,-0.103452,0.297704,-0.332395,-0.109948,-0.000844,-0.373601,0.218919,-0.100072,-0.137281,0.275381,0.083787,-0.000939,0.279274,0.116997,-0.277462,0.197599,-0.425584,-0.020978,0.120203,0.013584,0.467735,-0.179448,0.035773,-0.081490,0.348378,-0.321217,0.284197,-0.112127,-0.368540,0.180822,0.039256,-0.136570,-0.218244,0.084416,0.302084,-0.038885,0.328797,0.107920,-0.289773,-0.074764,-0.079959,-0.305098,0.224547,-0.201759,0.093226,0.024614,-0.132763,1
XIST,0.599714,0.127790,0.326677,-0.300475,-0.516895,0.662031,-0.509277,0.158484,-0.477126,-0.809115,0.718702,-0.524843,-0.097309,-0.588307,-0.708046,-0.630019,-0.153044,-0.231802,0.196929,0.037968,0.002237,0.122724,-0.261083,0.368577,0.229019,-0.105205,0.394398,0.002016,0.272713,0.337131,0.366876,0.184501,0.295036,-0.330620,0.097751,-0.189079,0.106011,0.423882,-0.164337,0.114685,-0.195282,0.261300,-0.213271,0.058608,-0.211628,-0.374683,0.103038,0.074121,-0.041595,-0.122607,-0.108602,0.402051,-0.102261,0.517977,0.104223,-0.066643,-0.198362,-0.080813,-0.141855,-0.023961,-0.053326,0.151474,0.167812,-0.327329,1
RMRP,0.459446,-0.082854,0.160316,-0.461030,-0.436978,0.419009,-0.544834,0.109186,-0.341343,-0.723935,0.603024,-0.399682,-0.077748,-0.283530,-0.807399,-0.495772,-0.071387,-0.151402,0.237480,-0.108703,0.057511,0.045914,-0.348924,0.271865,0.385081,-0.117860,0.461753,-0.016146,0.208995,0.377360,0.465090,0.082521,0.406736,-0.233257,-0.032044,0.054448,0.044240,0.517690,-0.292058,0.089268,-0.140598,0.363349,-0.115922,-0.020534,-0.176556,-0.188069,0.191306,0.195624,-0.053858,-0.024921,0.024850,0.121872,-0.071231,0.458368,0.130261,-0.056380,-0.069471,-0.180422,-0.187769,0.082791,-0.095691,0.250539,0.185687,-0.335268,1
TUG1,0.477636,0.087741,0.369875,-0.406996,-0.506533,0.710491,-0.568418,0.144443,-0.531029,-0.808393,0.704614,-0.549837,0.077722,-0.540991,-0.830902,-0.602974,-0.228918,-0.260763,0.133498,0.012150,-0.122357,0.046468,-0.325833,0.374278,0.320726,-0.154101,0.427107,0.051940,0.124660,0.311338,0.406532,0.043475,0.216621,-0.362001,0.021039,-0.063656,0.009107,0.456586,-0.182663,0.042917,-0.110327,0.294710,-0.239373,0.240625,-0.170473,-0.307194,0.127516,0.030997,-0.014783,-0.069843,-0.065700,0.277381,-0.056147,0.327082,0.089933,-0.064994,-0.179222,-0.217175,-0.088845,0.020757,0.007540,0.327094,0.077362,-0.330745,1
NONHSAG013514,0.369480,-0.110488,0.179965,-0.416506,-0.404779,0.385393,-0.567677,0.189567,-0.373509,-0.686013,0.700245,-0.420251,-0.006828,-0.284340,-0.808780,-0.482488,-0.057140,-0.093208,0.218538,-0.127059,0.027745,0.055887,-0.309056,0.225072,0.360427,-0.100819,0.398760,0.002439,0.209363,0.345435,0.391965,0.120691,0.259514,-0.269002,-0.010834,0.109654,-0.059392,0.387158,-0.302006,0.066421,0.001869,0.411374,-0.085550,0.031787,-0.160090,-0.265449,0.187633,-0.032263,0.022113,-0.031866,0.048039,0.155692,-0.096873,0.288940,0.123761,0.018836,-0.072633,-0.203470,-0.188350,0.105507,-0.076476,0.301396,0.228742,-0.351784,1
JPX,0.414909,-0.033703,0.264381,-0.335502,-0.382086,0.355564,-0.567179,0.132208,-0.418421,-0.693334,0.699003,-0.480304,0.020728,-0.272945,-0.816932,-0.446580,-0.034937,-0.139013,0.194629,-0.110766,0.010564,0.027805,-0.283009,0.251770,0.380012,-0.088097,0.384798,0.019108,0.186154,0.381991,0.352181,0.087339,0.298311,-0.258706,-0.055370,0.070689,-0.066674,0.379868,-0.269313,-0.005505,0.010993,0.457971,-0.061683,0.065605,-0.203069,-0.236864,0.184463,-0.031351,0.036583,0.005700,0.066689,0.181299,-0.138944,0.315866,0.216092,0.088011,-0.015375,-0.186873,-0.180362,0.093385,-0.160365,0.350603,0.205895,-0.345509,1
LINC00657,0.139871,0.010741,0.288806,-0.226728,-0.395062,0.499073,-0.425833,0.338298,-0.204257,-0.530670,0.634437,-0.245603,0.297221,-0.459514,-0.825228,-0.341715,-0.206975,-0.271650,-0.053694,-0.238317,-0.075916,-0.080388,-0.214687,0.151413,0.099861,0.079987,0.187682,-0.186919,0.057592,0.040131,0.143045,-0.078214,0.264300,-0.073050,-0.151964,0.064465,-0.006471,0.408719,-0.092016,0.018039,0.082765,0.385639,-0.228148,0.112232,-0.089515,-0.062548,-0.093571,0.088464,0.065260,0.104996,-0.154767,0.269332,0.018636,0.187522,-0.001528,-0.072798,-0.092564,-0.158252,-0.085581,-0.150281,-0.076199,0.032869,-0.103912,-0.149933,1
